id,tipo,ambiente,area_m2,configuracao,acabamento,descricao,origem
17,Apto,Banheiro,6.0,2Q+1B,Popular,"Banheiro econômico: pintura de azulejos existentes, troca de louças/metais por modelos básicos, novo vaso sanitário, box acrílico e revisão de sifões/flexíveis",expandido
18,Apto,Quarto,8.0,2Q+1B,Popular,"Reforma de quarto: pintura completa (parede e teto), troca de piso por vinílico clicado sobre existente, rodapé novo, tomadas e interruptores novos e ajuste de porta/guarnição",expandido
19,Apto,Quarto,17.0,2Q+1B,Popular,"Reforma de quarto: pintura completa (parede e teto), troca de piso por vinílico clicado sobre existente, rodapé novo, tomadas e interruptores novos e ajuste de porta/guarnição",expandido
20,Apto,Quarto,12.0,2Q+1B,Popular,"Reforma de quarto: pintura completa (parede e teto), troca de piso por vinílico clicado sobre existente, rodapé novo, tomadas e interruptores novos e ajuste de porta/guarnição",base
21,Apto,Quarto,10.0,3Q+2B,Médio,"Quarto renovado: pintura, piso laminado de qualidade, rodapé alto, cabeceira estofada com iluminação de leitura, tomadas USB, cortineiro embutido em gesso e iluminação setorizada",expandido
22,Apto,Quarto,20.0,3Q+2B,Médio,"Quarto renovado: pintura, piso laminado de qualidade, rodapé alto, cabeceira estofada com iluminação de leitura, tomadas USB, cortineiro embutido em gesso e iluminação setorizada",expandido
23,Apto,Quarto,14.0,3Q+2B,Médio,"Quarto renovado: pintura, piso laminado de qualidade, rodapé alto, cabeceira estofada com iluminação de leitura, tomadas USB, cortineiro embutido em gesso e iluminação setorizada",base
24,Apto,Suíte,16.0,3Q+2B,Luxo,"Suíte integrada: piso de madeira ou porcelanato madeirado, painel ripado para cabeceira, closet aberto com iluminação LED, automação de persianas e iluminação cênica com dimmers",base
25,Apto,Suíte,12,3Q+2B,Luxo,"Suíte integrada: piso de madeira ou porcelanato madeirado, painel ripado para cabeceira, closet aberto com iluminação LED, automação de persianas e iluminação cênica com dimmers",expandido
26,Apto,Suíte,22.0,3Q+2B,Luxo,"Suíte integrada: piso de madeira ou porcelanato madeirado, painel ripado para cabeceira, closet aberto com iluminação LED, automação de persianas e iluminação cênica com dimmers",expandido
27,Apto,Quarto infantil,8,3Q+2B,Médio,"Quarto temático: pintura com cores específicas, piso vinílico colorido, iluminação lúdica, tomadas em altura segura, proteção de quinas e móveis planejados integrados",expandido
28,Apto,Quarto infantil,10.0,3Q+2B,Médio,"Quarto temático: pintura com cores específicas, piso vinílico colorido, iluminação lúdica, tomadas em altura segura, proteção de quinas e móveis planejados integrados",base
29,Apto,Quarto infantil,14.0,3Q+2B,Médio,"Quarto temático: pintura com cores específicas, piso vinílico colorido, iluminação lúdica, tomadas em altura segura, proteção de quinas e móveis planejados integrados",expandido
30,Apto,Quarto solteiro,9.0,3Q+2B,Popular,"Quarto solteiro funcional: pintura, piso vinílico básico, luminárias LED, tomadas para computador e organização de cabos",base
31,Apto,Quarto solteiro,13.0,3Q+2B,Popular,"Quarto solteiro funcional: pintura, piso vinílico básico, luminárias LED, tomadas para computador e organização de cabos",expandido
32,Apto,Quarto solteiro,6.0,3Q+2B,Popular,"Quarto solteiro funcional: pintura, piso vinílico básico, luminárias LED, tomadas para computador e organização de cabos",expandido
33,Apto,Quarto hóspedes,8,3Q+2B,Médio,"Quarto de hóspedes: pintura neutra, piso laminado, iluminação agradável, tomadas estratégicas e armário compacto embutido",expandido
34,Apto,Quarto hóspedes,10.0,3Q+2B,Médio,"Quarto de hóspedes: pintura neutra, piso laminado, iluminação agradável, tomadas estratégicas e armário compacto embutido",base
35,Apto,Quarto hóspedes,14.0,3Q+2B,Médio,"Quarto de hóspedes: pintura neutra, piso laminado, iluminação agradável, tomadas estratégicas e armário compacto embutido",expandido
36,Apto,Cozinha,8.0,1Q+1B,Popular,"Cozinha funcional: pintura lavável, troca de revestimento da faixa molhada (1,50m), bancada granito cinza, cuba inox, torneira básica e revisão de pontos elétricos para eletros",base
37,Apto,Cozinha,11.0,1Q+1B,Popular,"Cozinha funcional: pintura lavável, troca de revestimento da faixa molhada (1,50m), bancada granito cinza, cuba inox, torneira básica e revisão de pontos elétricos para eletros",expandido
38,Apto,Cozinha,6.0,1Q+1B,Popular,"Cozinha funcional: pintura lavável, troca de revestimento da faixa molhada (1,50m), bancada granito cinza, cuba inox, torneira básica e revisão de pontos elétricos para eletros",expandido
39,Apto,Cozinha,10.0,2Q+1B,Médio,"Cozinha completa mantendo layout: demolição de revestimentos, novo piso/parede, bancada quartzo, cuba dupla, torneira gourmet com filtro, marcenaria sob medida e iluminação de bancada",base
40,Apto,Cozinha,14.0,2Q+1B,Médio,"Cozinha completa mantendo layout: demolição de revestimentos, novo piso/parede, bancada quartzo, cuba dupla, torneira gourmet com filtro, marcenaria sob medida e iluminação de bancada",expandido
41,Apto,Cozinha,7.0,2Q+1B,Médio,"Cozinha completa mantendo layout: demolição de revestimentos, novo piso/parede, bancada quartzo, cuba dupla, torneira gourmet com filtro, marcenaria sob medida e iluminação de bancada",expandido
42,Apto,Cozinha,10.0,3Q+2B,Luxo,"Cozinha gourmet: porcelanato retificado, bancada ilha em quartzo, cooktop e coifa, marcenaria premium com ferragens Blum, iluminação em perfis LED e tomadas retráteis",expandido
43,Apto,Cozinha,20.0,3Q+2B,Luxo,"Cozinha gourmet: porcelanato retificado, bancada ilha em quartzo, cooktop e coifa, marcenaria premium com ferragens Blum, iluminação em perfis LED e tomadas retráteis",expandido
44,Apto,Cozinha,14.0,3Q+2B,Luxo,"Cozinha gourmet: porcelanato retificado, bancada ilha em quartzo, cooktop e coifa, marcenaria premium com ferragens Blum, iluminação em perfis LED e tomadas retráteis",base
45,Apto,Cozinha americana,25,3Q+2B,Médio,"Integração cozinha-sala: demolição de meia-parede (se não estrutural), bancada de passagem, revestimento único nos dois ambientes, iluminação integrada e marcenaria de transição",expandido
46,Apto,Cozinha americana,18.0,3Q+2B,Médio,"Integração cozinha-sala: demolição de meia-parede (se não estrutural), bancada de passagem, revestimento único nos dois ambientes, iluminação integrada e marcenaria de transição",base
47,Apto,Cozinha americana,13.0,3Q+2B,Médio,"Integração cozinha-sala: demolição de meia-parede (se não estrutural), bancada de passagem, revestimento único nos dois ambientes, iluminação integrada e marcenaria de transição",expandido
48,Apto,Cozinha,4.0,1Q+1B,Popular,"Cozinha compacta: pintura, revestimento cerâmico básico na área molhada, bancada granito pequena, cuba simples e organização de pontos elétricos",expandido
49,Apto,Sala,25.0,1Q+1B,Popular,"Sala renovada: pintura completa, troca de piso por vinílico, rodapé, luminárias novas e organização de pontos elétricos para TV/internet",expandido
50,Apto,Sala,18.0,1Q+1B,Popular,"Sala renovada: pintura completa, troca de piso por vinílico, rodapé, luminárias novas e organização de pontos elétricos para TV/internet",base
51,Apto,Sala,13.0,1Q+1B,Popular,"Sala renovada: pintura completa, troca de piso por vinílico, rodapé, luminárias novas e organização de pontos elétricos para TV/internet",expandido
52,Apto,Sala,31.0,2Q+1B,Médio,"Sala de estar: piso laminado ou porcelanato, forro de gesso com iluminação embutida, painel de TV com passa-cabos, tomadas estratégicas e pintura com parede de destaque",expandido
53,Apto,Sala,22.0,2Q+1B,Médio,"Sala de estar: piso laminado ou porcelanato, forro de gesso com iluminação embutida, painel de TV com passa-cabos, tomadas estratégicas e pintura com parede de destaque",base
54,Apto,Sala,15.0,2Q+1B,Médio,"Sala de estar: piso laminado ou porcelanato, forro de gesso com iluminação embutida, painel de TV com passa-cabos, tomadas estratégicas e pintura com parede de destaque",expandido
55,Apto,Sala,42.0,3Q+2B,Luxo,"Living premium: porcelanato grande formato, sanca em gesso com iluminação indireta, painel ripado para TV com automação, cortineiro motorizado e infraestrutura para home theater",expandido
56,Apto,Sala,21.0,3Q+2B,Luxo,"Living premium: porcelanato grande formato, sanca em gesso com iluminação indireta, painel ripado para TV com automação, cortineiro motorizado e infraestrutura para home theater",expandido
57,Apto,Sala,30.0,3Q+2B,Luxo,"Living premium: porcelanato grande formato, sanca em gesso com iluminação indireta, painel ripado para TV com automação, cortineiro motorizado e infraestrutura para home theater",base
58,Apto,Sala + cozinha integradas,32.0,3Q+2B,Médio,"Open concept: demolição de divisória, unificação de pisos, bancada americana, marcenaria integrada, iluminação setorizada e pintura uniforme para ampliar visualmente",base
59,Apto,Sala + cozinha integradas,25,3Q+2B,Médio,"Open concept: demolição de divisória, unificação de pisos, bancada americana, marcenaria integrada, iluminação setorizada e pintura uniforme para ampliar visualmente",expandido
60,Apto,Sala + cozinha integradas,45.0,3Q+2B,Médio,"Open concept: demolição de divisória, unificação de pisos, bancada americana, marcenaria integrada, iluminação setorizada e pintura uniforme para ampliar visualmente",expandido
61,Apto,Sala,16.0,2Q+1B,Popular,"Sala simples: pintura, piso vinílico econômico, luminárias básicas LED e organização de cabos TV",base
62,Apto,Sala,12,2Q+1B,Popular,"Sala simples: pintura, piso vinílico econômico, luminárias básicas LED e organização de cabos TV",expandido
63,Apto,Sala,22.0,2Q+1B,Popular,"Sala simples: pintura, piso vinílico econômico, luminárias básicas LED e organização de cabos TV",expandido
64,Apto,Lavanderia,4.0,2Q+1B,Popular,"Lavanderia compacta: revestimento lavável, bancada simples com tanque, armário aéreo, varal retrátil, tomada para máquina e revisão de pontos hidráulicos",expandido
65,Apto,Lavanderia,5.0,2Q+1B,Popular,"Lavanderia compacta: revestimento lavável, bancada simples com tanque, armário aéreo, varal retrátil, tomada para máquina e revisão de pontos hidráulicos",base
66,Apto,Lavanderia,7.0,2Q+1B,Popular,"Lavanderia compacta: revestimento lavável, bancada simples com tanque, armário aéreo, varal retrátil, tomada para máquina e revisão de pontos hidráulicos",expandido
67,Apto,Lavanderia,10.0,3Q+2B,Médio,"Área de serviço funcional: armários planejados, bancada ampla, tanque embutido, iluminação adequada, tomadas dedicadas (lava-seca) e ventilação/exaustão",expandido
68,Apto,Lavanderia,5.0,3Q+2B,Médio,"Área de serviço funcional: armários planejados, bancada ampla, tanque embutido, iluminação adequada, tomadas dedicadas (lava-seca) e ventilação/exaustão",expandido
69,Apto,Lavanderia,7.0,3Q+2B,Médio,"Área de serviço funcional: armários planejados, bancada ampla, tanque embutido, iluminação adequada, tomadas dedicadas (lava-seca) e ventilação/exaustão",base
70,Apto,Varanda,8.0,2Q+1B,Médio,"Varanda living: fechamento com cortina de vidro (se permitido), piso porcelanato externo, iluminação pendente, tomadas para churrasqueira elétrica e bancada de apoio",expandido
71,Apto,Varanda,4.0,2Q+1B,Médio,"Varanda living: fechamento com cortina de vidro (se permitido), piso porcelanato externo, iluminação pendente, tomadas para churrasqueira elétrica e bancada de apoio",expandido
72,Apto,Varanda,6.0,2Q+1B,Médio,"Varanda living: fechamento com cortina de vidro (se permitido), piso porcelanato externo, iluminação pendente, tomadas para churrasqueira elétrica e bancada de apoio",base
73,Apto,Varanda gourmet,8,3Q+2B,Luxo,"Espaço gourmet: churrasqueira a gás ou elétrica, bancada em granito, cuba, armários, revestimento diferenciado, iluminação cênica e teto rebaixado com gesso",expandido
74,Apto,Varanda gourmet,10.0,3Q+2B,Luxo,"Espaço gourmet: churrasqueira a gás ou elétrica, bancada em granito, cuba, armários, revestimento diferenciado, iluminação cênica e teto rebaixado com gesso",base
75,Apto,Varanda gourmet,14.0,3Q+2B,Luxo,"Espaço gourmet: churrasqueira a gás ou elétrica, bancada em granito, cuba, armários, revestimento diferenciado, iluminação cênica e teto rebaixado com gesso",expandido
76,Apto,Home office,9.0,2Q+1B,Médio,"Escritório em casa: bancada longa, iluminação de tarefa, tomadas múltiplas, cabeamento organizado, tratamento acústico leve e pintura neutra focada em produtividade",base
77,Apto,Home office,13.0,2Q+1B,Médio,"Escritório em casa: bancada longa, iluminação de tarefa, tomadas múltiplas, cabeamento organizado, tratamento acústico leve e pintura neutra focada em produtividade",expandido
78,Apto,Home office,6.0,2Q+1B,Médio,"Escritório em casa: bancada longa, iluminação de tarefa, tomadas múltiplas, cabeamento organizado, tratamento acústico leve e pintura neutra focada em produtividade",expandido
79,Apto,Home office,8.0,1Q+1B,Popular,"Cantinho de trabalho: bancada simples, iluminação de mesa, tomadas para computador e cadeira ergonômica básica",expandido
80,Apto,Home office,4.0,1Q+1B,Popular,"Cantinho de trabalho: bancada simples, iluminação de mesa, tomadas para computador e cadeira ergonômica básica",expandido
81,Apto,Home office,6.0,1Q+1B,Popular,"Cantinho de trabalho: bancada simples, iluminação de mesa, tomadas para computador e cadeira ergonômica básica",base
82,Apto,Geral,63.0,2Q+1B,Popular,"Reforma rápida apartamento: pintura geral (paredes e tetos), troca de luminárias por LED, revisão de tomadas/interruptores, rejuntes novos e pequenos reparos",expandido
83,Apto,Geral,45.0,2Q+1B,Popular,"Reforma rápida apartamento: pintura geral (paredes e tetos), troca de luminárias por LED, revisão de tomadas/interruptores, rejuntes novos e pequenos reparos",base
84,Apto,Geral,31.0,2Q+1B,Popular,"Reforma rápida apartamento: pintura geral (paredes e tetos), troca de luminárias por LED, revisão de tomadas/interruptores, rejuntes novos e pequenos reparos",expandido
85,Apto,Geral,77.0,3Q+2B,Médio,"Reforma pré-entrega: pintura completa, troca de pisos áreas sociais, revisão elétrica, silicones/rejuntes novos, louças sanitárias e pequenos reparos de acabamento",expandido
86,Apto,Geral,38.0,3Q+2B,Médio,"Reforma pré-entrega: pintura completa, troca de pisos áreas sociais, revisão elétrica, silicones/rejuntes novos, louças sanitárias e pequenos reparos de acabamento",expandido
87,Apto,Geral,55.0,3Q+2B,Médio,"Reforma pré-entrega: pintura completa, troca de pisos áreas sociais, revisão elétrica, silicones/rejuntes novos, louças sanitárias e pequenos reparos de acabamento",base
88,Apto,Geral,49.0,3Q+2B,Luxo,"Reforma completa alto padrão: demolição e reconstrução de acabamentos, novo projeto de iluminação, marcenaria integrada, automação básica (iluminação e persianas) e materiais premium",expandido
89,Apto,Geral,98.0,3Q+2B,Luxo,"Reforma completa alto padrão: demolição e reconstrução de acabamentos, novo projeto de iluminação, marcenaria integrada, automação básica (iluminação e persianas) e materiais premium",expandido
90,Apto,Geral,70.0,3Q+2B,Luxo,"Reforma completa alto padrão: demolição e reconstrução de acabamentos, novo projeto de iluminação, marcenaria integrada, automação básica (iluminação e persianas) e materiais premium",base
91,Apto,Geral,49.0,1Q+1B,Popular,"Reforma studio: pintura, piso único, iluminação integrada, cozinha compacta e banheiro funcional",expandido
92,Apto,Geral,35.0,1Q+1B,Popular,"Reforma studio: pintura, piso único, iluminação integrada, cozinha compacta e banheiro funcional",base
93,Apto,Geral,30,1Q+1B,Popular,"Reforma studio: pintura, piso único, iluminação integrada, cozinha compacta e banheiro funcional",expandido
94,Apto,Elétrica geral,42.0,3Q+2B,Médio,"Adequação elétrica: troca de quadro, disjuntores novos, DR e DPS, identificação de circuitos, novos pontos de tomada/iluminação e aterramento conforme norma",expandido
95,Apto,Elétrica geral,60.0,3Q+2B,Médio,"Adequação elétrica: troca de quadro, disjuntores novos, DR e DPS, identificação de circuitos, novos pontos de tomada/iluminação e aterramento conforme norma",base
96,Apto,Elétrica geral,84.0,3Q+2B,Médio,"Adequação elétrica: troca de quadro, disjuntores novos, DR e DPS, identificação de circuitos, novos pontos de tomada/iluminação e aterramento conforme norma",expandido
97,Apto,Hidráulica geral,77.0,3Q+2B,Médio,"Revisão hidráulica: troca de registros gerais e de pressão, flexíveis novos, sifões, válvulas de descarga e testes de estanqueidade sem quebra de paredes",expandido
98,Apto,Hidráulica geral,38.0,3Q+2B,Médio,"Revisão hidráulica: troca de registros gerais e de pressão, flexíveis novos, sifões, válvulas de descarga e testes de estanqueidade sem quebra de paredes",expandido
99,Apto,Hidráulica geral,55.0,3Q+2B,Médio,"Revisão hidráulica: troca de registros gerais e de pressão, flexíveis novos, sifões, válvulas de descarga e testes de estanqueidade sem quebra de paredes",base
100,Casa,Banheiro,4.0,2Q+1B,Popular,"Banheiro simples: demolição, impermeabilização básica, cerâmica padrão, louças/metais econômicos, box acrílico e pintura de teto",expandido
101,Casa,Banheiro,5.0,2Q+1B,Popular,"Banheiro simples: demolição, impermeabilização básica, cerâmica padrão, louças/metais econômicos, box acrílico e pintura de teto",base
102,Casa,Banheiro,7.0,2Q+1B,Popular,"Banheiro simples: demolição, impermeabilização básica, cerâmica padrão, louças/metais econômicos, box acrílico e pintura de teto",expandido
103,Casa,Banheiro,8.0,3Q+2B,Médio,"Banheiro completo casa: demolição, impermeabilização com manta, porcelanato, nicho em alvenaria, metais de qualidade, box de vidro 8mm e exaustor",expandido
104,Casa,Banheiro,4.0,3Q+2B,Médio,"Banheiro completo casa: demolição, impermeabilização com manta, porcelanato, nicho em alvenaria, metais de qualidade, box de vidro 8mm e exaustor",expandido
105,Casa,Banheiro,6.0,3Q+2B,Médio,"Banheiro completo casa: demolição, impermeabilização com manta, porcelanato, nicho em alvenaria, metais de qualidade, box de vidro 8mm e exaustor",base
106,Casa,Banheiro suíte,8.0,4Q+3B,Luxo,"Suíte master spa: banheira de imersão (se layout permitir), ducha com cromoterapia, bancada dupla, espelho de parede inteira, iluminação cênica e aquecimento de piso",base
107,Casa,Lavabo,2.0,3Q+2B,Luxo,"Lavabo social: bancada diferenciada, cuba artesanal, torneira de design, revestimento 3D ou papel de parede especial, espelho decorativo e iluminação pontual",expandido
108,Casa,Lavabo,3.0,3Q+2B,Luxo,"Lavabo social: bancada diferenciada, cuba artesanal, torneira de design, revestimento 3D ou papel de parede especial, espelho decorativo e iluminação pontual",base
109,Casa,Lavabo,4,3Q+2B,Luxo,"Lavabo social: bancada diferenciada, cuba artesanal, torneira de design, revestimento 3D ou papel de parede especial, espelho decorativo e iluminação pontual",expandido
110,Casa,Banheiro,3.0,2Q+1B,Popular,"Banheiro econômico casa: pintura de azulejos, troca de louças básicas, rejunte novo, torneira econômica e box simples",expandido
111,Casa,Banheiro,6.0,2Q+1B,Popular,"Banheiro econômico casa: pintura de azulejos, troca de louças básicas, rejunte novo, torneira econômica e box simples",expandido
112,Casa,Banheiro social,4.0,3Q+2B,Médio,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",expandido
113,Casa,Banheiro social,5.0,3Q+2B,Médio,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",base
114,Casa,Banheiro social,7.0,3Q+2B,Médio,"Banheiro de visitas: revestimento cerâmico, louças padrão, espelho com moldura, iluminação adequada e ventilação",expandido
115,Casa,Quarto,10.0,2Q+1B,Popular,"Quarto casa: pintura, piso laminado econômico, rodapé, luminárias novas e revisão de tomadas",expandido
116,Casa,Quarto,20.0,2Q+1B,Popular,"Quarto casa: pintura, piso laminado econômico, rodapé, luminárias novas e revisão de tomadas",expandido
117,Casa,Quarto,14.0,2Q+1B,Popular,"Quarto casa: pintura, piso laminado econômico, rodapé, luminárias novas e revisão de tomadas",base
118,Casa,Quarto,16.0,3Q+2B,Médio,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",base
119,Casa,Quarto,11.0,3Q+2B,Médio,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",expandido
120,Casa,Quarto,22.0,3Q+2B,Médio,"Quarto completo: piso vinílico premium, pintura especial, iluminação com dimmer, cabeceira estofada e closet linear com portas de correr",expandido
121,Casa,Suíte master,16,4Q+3B,Luxo,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",expandido
122,Casa,Suíte master,20.0,4Q+3B,Luxo,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",base
123,Casa,Suíte master,28.0,4Q+3B,Luxo,"Suíte completa: piso de madeira maciça, painel ripado, closet iluminado com espelho, automação de cortinas/iluminação e integração com banheiro premium",expandido
124,Casa,Quarto solteiro,8.0,3Q+2B,Popular,"Quarto de solteiro: pintura, piso vinílico básico, luminárias LED, tomadas para computador e móveis modulados simples",expandido
125,Casa,Quarto solteiro,12.0,3Q+2B,Popular,"Quarto de solteiro: pintura, piso vinílico básico, luminárias LED, tomadas para computador e móveis modulados simples",base
126,Casa,Quarto solteiro,15,3Q+2B,Popular,"Quarto de solteiro: pintura, piso vinílico básico, luminárias LED, tomadas para computador e móveis modulados simples",expandido
127,Casa,Quarto hóspedes,10.0,3Q+2B,Médio,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",expandido
128,Casa,Quarto hóspedes,18,3Q+2B,Médio,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",expandido
129,Casa,Quarto hóspedes,14.0,3Q+2B,Médio,"Quarto de hóspedes casa: pintura neutra, piso laminado, ar-condicionado, iluminação agradável e armário embutido",base
130,Casa,Quarto empregada,8.0,4Q+3B,Popular,"Dependência de empregada: pintura, piso cerâmico, iluminação básica, tomadas e revisão de banheiro anexo",base
131,Casa,Quarto empregada,11.0,4Q+3B,Popular,"Dependência de empregada: pintura, piso cerâmico, iluminação básica, tomadas e revisão de banheiro anexo",expandido
132,Casa,Quarto empregada,6,4Q+3B,Popular,"Dependência de empregada: pintura, piso cerâmico, iluminação básica, tomadas e revisão de banheiro anexo",expandido
133,Casa,Cozinha,8.0,2Q+1B,Popular,"Cozinha casa: pintura lavável, revestimento cerâmico, bancada granito, cuba inox simples, torneira funcional e armários básicos",expandido
134,Casa,Cozinha,17.0,2Q+1B,Popular,"Cozinha casa: pintura lavável, revestimento cerâmico, bancada granito, cuba inox simples, torneira funcional e armários básicos",expandido
135,Casa,Cozinha,12.0,2Q+1B,Popular,"Cozinha casa: pintura lavável, revestimento cerâmico, bancada granito, cuba inox simples, torneira funcional e armários básicos",base
136,Casa,Cozinha,16.0,3Q+2B,Médio,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",base
137,Casa,Cozinha,11.0,3Q+2B,Médio,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",expandido
138,Casa,Cozinha,22.0,3Q+2B,Médio,"Cozinha família: porcelanato, bancada quartzo em L, marcenaria com despensa, torre quente, iluminação de tarefa e coifa",expandido
139,Casa,Cozinha,30,4Q+3B,Luxo,"Cozinha gourmet casa: ilha central com cooktop, bancada quartzo ou granito premium, marcenaria com sistema de organização, iluminação em perfis, eletros embutidos de alto padrão",expandido
140,Casa,Cozinha,22.0,4Q+3B,Luxo,"Cozinha gourmet casa: ilha central com cooktop, bancada quartzo ou granito premium, marcenaria com sistema de organização, iluminação em perfis, eletros embutidos de alto padrão",base
141,Casa,Cozinha,15.0,4Q+3B,Luxo,"Cozinha gourmet casa: ilha central com cooktop, bancada quartzo ou granito premium, marcenaria com sistema de organização, iluminação em perfis, eletros embutidos de alto padrão",expandido
142,Casa,Copa,8.0,3Q+2B,Médio,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",base
143,Casa,Copa,11.0,3Q+2B,Médio,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",expandido
144,Casa,Copa,6,3Q+2B,Médio,"Copa separada: bancada de apoio, armários, mesa pequena para refeições rápidas, iluminação e piso cerâmico",expandido
145,Casa,Sala,25.0,2Q+1B,Popular,"Sala casa: pintura, piso laminado, luminárias básicas e organização de cabos TV/internet",base
146,Casa,Sala,18.0,2Q+1B,Popular,"Sala casa: pintura, piso laminado, luminárias básicas e organização de cabos TV/internet",expandido
147,Casa,Sala,35.0,2Q+1B,Popular,"Sala casa: pintura, piso laminado, luminárias básicas e organização de cabos TV/internet",expandido
148,Casa,Sala,24.0,3Q+2B,Médio,"Sala de estar/jantar: porcelanato, forro de gesso acartonado, iluminação setorizada, painel de TV integrado e cortineiro embutido",expandido
149,Casa,Sala,49.0,3Q+2B,Médio,"Sala de estar/jantar: porcelanato, forro de gesso acartonado, iluminação setorizada, painel de TV integrado e cortineiro embutido",expandido
150,Casa,Sala,35.0,3Q+2B,Médio,"Sala de estar/jantar: porcelanato, forro de gesso acartonado, iluminação setorizada, painel de TV integrado e cortineiro embutido",base
