id,tipo,ambiente,area_m2,configuracao,acabamento,descricao,origem
62,Apto,Quarto,14.0,2Q+1B,Popular,"Quarto renovado: pintura, piso laminado de qualidade, rodapé alto, cabeceira estofada com iluminação de leitura, tomadas USB, cortineiro embutido em gesso e iluminação setorizada",expandido
63,Apto,Quarto,14.0,1Q+1B,Médio,"Quarto renovado: pintura, piso laminado de qualidade, rodapé alto, cabeceira estofada com iluminação de leitura, tomadas USB, cortineiro embutido em gesso e iluminação setorizada",expandido
64,Apto,Quarto,14.0,2Q+1B,Médio,"Quarto renovado: pintura, piso laminado de qualidade, rodapé alto, cabeceira estofada com iluminação de leitura, tomadas USB, cortineiro embutido em gesso e iluminação setorizada",expandido
65,Apto,Suíte,16.0,1Q+1B,Médio,"Suíte integrada: piso de madeira ou porcelanato madeirado, painel ripado para cabeceira, closet aberto com iluminação LED, automação de persianas e iluminação cênica com dimmers",expandido
66,Apto,Suíte,16.0,2Q+1B,Médio,"Suíte integrada: piso de madeira ou porcelanato madeirado, painel ripado para cabeceira, closet aberto com iluminação LED, automação de persianas e iluminação cênica com dimmers",expandido
67,Apto,Suíte,16.0,1Q+1B,Luxo,"Suíte integrada: piso de madeira ou porcelanato madeirado, painel ripado para cabeceira, closet aberto com iluminação LED, automação de persianas e iluminação cênica com dimmers",expandido
68,Apto,Suíte,16.0,2Q+1B,Luxo,"Suíte integrada: piso de madeira ou porcelanato madeirado, painel ripado para cabeceira, closet aberto com iluminação LED, automação de persianas e iluminação cênica com dimmers",expandido
69,Apto,Suíte,12,1Q+1B,Médio,"Suíte integrada: piso de madeira ou porcelanato madeirado, painel ripado para cabeceira, closet aberto com iluminação LED, automação de persianas e iluminação cênica com dimmers",expandido
70,Apto,Suíte,12,2Q+1B,Médio,"Suíte integrada: piso de madeira ou porcelanato madeirado, painel ripado para cabeceira, closet aberto com iluminação LED, automação de persianas e iluminação cênica com dimmers",expandido
71,Apto,Suíte,12,1Q+1B,Luxo,"Suíte integrada: piso de madeira ou porcelanato madeirado, painel ripado para cabeceira, closet aberto com iluminação LED, automação de persianas e iluminação cênica com dimmers",expandido
72,Apto,Suíte,12,2Q+1B,Luxo,"Suíte integrada: piso de madeira ou porcelanato madeirado, painel ripado para cabeceira, closet aberto com iluminação LED, automação de persianas e iluminação cênica com dimmers",expandido
73,Apto,Suíte,22.0,1Q+1B,Médio,"Suíte integrada: piso de madeira ou porcelanato madeirado, painel ripado para cabeceira, closet aberto com iluminação LED, automação de persianas e iluminação cênica com dimmers",expandido
74,Apto,Suíte,22.0,2Q+1B,Médio,"Suíte integrada: piso de madeira ou porcelanato madeirado, painel ripado para cabeceira, closet aberto com iluminação LED, automação de persianas e iluminação cênica com dimmers",expandido
75,Apto,Suíte,22.0,1Q+1B,Luxo,"Suíte integrada: piso de madeira ou porcelanato madeirado, painel ripado para cabeceira, closet aberto com iluminação LED, automação de persianas e iluminação cênica com dimmers",expandido
76,Apto,Suíte,22.0,2Q+1B,Luxo,"Suíte integrada: piso de madeira ou porcelanato madeirado, painel ripado para cabeceira, closet aberto com iluminação LED, automação de persianas e iluminação cênica com dimmers",expandido
77,Apto,Quarto infantil,8,1Q+1B,Popular,"Quarto temático: pintura com cores específicas, piso vinílico colorido, iluminação lúdica, tomadas em altura segura, proteção de quinas e móveis planejados integrados",expandido
78,Apto,Quarto infantil,8,2Q+1B,Popular,"Quarto temático: pintura com cores específicas, piso vinílico colorido, iluminação lúdica, tomadas em altura segura, proteção de quinas e móveis planejados integrados",expandido
79,Apto,Quarto infantil,8,1Q+1B,Médio,"Quarto temático: pintura com cores específicas, piso vinílico colorido, iluminação lúdica, tomadas em altura segura, proteção de quinas e móveis planejados integrados",expandido
80,Apto,Quarto infantil,8,2Q+1B,Médio,"Quarto temático: pintura com cores específicas, piso vinílico colorido, iluminação lúdica, tomadas em altura segura, proteção de quinas e móveis planejados integrados",expandido
81,Apto,Quarto infantil,10.0,1Q+1B,Popular,"Quarto temático: pintura com cores específicas, piso vinílico colorido, iluminação lúdica, tomadas em altura segura, proteção de quinas e móveis planejados integrados",expandido
82,Apto,Quarto infantil,10.0,2Q+1B,Popular,"Quarto temático: pintura com cores específicas, piso vinílico colorido, iluminação lúdica, tomadas em altura segura, proteção de quinas e móveis planejados integrados",expandido
83,Apto,Quarto infantil,10.0,1Q+1B,Médio,"Quarto temático: pintura com cores específicas, piso vinílico colorido, iluminação lúdica, tomadas em altura segura, proteção de quinas e móveis planejados integrados",expandido
84,Apto,Quarto infantil,10.0,2Q+1B,Médio,"Quarto temático: pintura com cores específicas, piso vinílico colorido, iluminação lúdica, tomadas em altura segura, proteção de quinas e móveis planejados integrados",expandido
85,Apto,Quarto infantil,14.0,1Q+1B,Popular,"Quarto temático: pintura com cores específicas, piso vinílico colorido, iluminação lúdica, tomadas em altura segura, proteção de quinas e móveis planejados integrados",expandido
86,Apto,Quarto infantil,14.0,2Q+1B,Popular,"Quarto temático: pintura com cores específicas, piso vinílico colorido, iluminação lúdica, tomadas em altura segura, proteção de quinas e móveis planejados integrados",expandido
87,Apto,Quarto infantil,14.0,1Q+1B,Médio,"Quarto temático: pintura com cores específicas, piso vinílico colorido, iluminação lúdica, tomadas em altura segura, proteção de quinas e móveis planejados integrados",expandido
88,Apto,Quarto infantil,14.0,2Q+1B,Médio,"Quarto temático: pintura com cores específicas, piso vinílico colorido, iluminação lúdica, tomadas em altura segura, proteção de quinas e móveis planejados integrados",expandido
89,Apto,Quarto solteiro,9.0,1Q+1B,Popular,"Quarto solteiro funcional: pintura, piso vinílico básico, luminárias LED, tomadas para computador e organização de cabos",expandido
90,Apto,Quarto solteiro,9.0,2Q+1B,Popular,"Quarto solteiro funcional: pintura, piso vinílico básico, luminárias LED, tomadas para computador e organização de cabos",expandido
91,Apto,Quarto solteiro,13.0,1Q+1B,Popular,"Quarto solteiro funcional: pintura, piso vinílico básico, luminárias LED, tomadas para computador e organização de cabos",expandido
92,Apto,Quarto solteiro,13.0,2Q+1B,Popular,"Quarto solteiro funcional: pintura, piso vinílico básico, luminárias LED, tomadas para computador e organização de cabos",expandido
93,Apto,Quarto solteiro,6.0,1Q+1B,Popular,"Quarto solteiro funcional: pintura, piso vinílico básico, luminárias LED, tomadas para computador e organização de cabos",expandido
94,Apto,Quarto solteiro,6.0,2Q+1B,Popular,"Quarto solteiro funcional: pintura, piso vinílico básico, luminárias LED, tomadas para computador e organização de cabos",expandido
95,Apto,Quarto hóspedes,8,1Q+1B,Popular,"Quarto de hóspedes: pintura neutra, piso laminado, iluminação agradável, tomadas estratégicas e armário compacto embutido",expandido
96,Apto,Quarto hóspedes,8,2Q+1B,Popular,"Quarto de hóspedes: pintura neutra, piso laminado, iluminação agradável, tomadas estratégicas e armário compacto embutido",expandido
97,Apto,Quarto hóspedes,8,1Q+1B,Médio,"Quarto de hóspedes: pintura neutra, piso laminado, iluminação agradável, tomadas estratégicas e armário compacto embutido",expandido
98,Apto,Quarto hóspedes,8,2Q+1B,Médio,"Quarto de hóspedes: pintura neutra, piso laminado, iluminação agradável, tomadas estratégicas e armário compacto embutido",expandido
99,Apto,Quarto hóspedes,10.0,1Q+1B,Popular,"Quarto de hóspedes: pintura neutra, piso laminado, iluminação agradável, tomadas estratégicas e armário compacto embutido",expandido
100,Apto,Quarto hóspedes,10.0,2Q+1B,Popular,"Quarto de hóspedes: pintura neutra, piso laminado, iluminação agradável, tomadas estratégicas e armário compacto embutido",expandido
101,Apto,Quarto hóspedes,10.0,1Q+1B,Médio,"Quarto de hóspedes: pintura neutra, piso laminado, iluminação agradável, tomadas estratégicas e armário compacto embutido",expandido
102,Apto,Quarto hóspedes,10.0,2Q+1B,Médio,"Quarto de hóspedes: pintura neutra, piso laminado, iluminação agradável, tomadas estratégicas e armário compacto embutido",expandido
103,Apto,Quarto hóspedes,14.0,1Q+1B,Popular,"Quarto de hóspedes: pintura neutra, piso laminado, iluminação agradável, tomadas estratégicas e armário compacto embutido",expandido
104,Apto,Quarto hóspedes,14.0,2Q+1B,Popular,"Quarto de hóspedes: pintura neutra, piso laminado, iluminação agradável, tomadas estratégicas e armário compacto embutido",expandido
105,Apto,Quarto hóspedes,14.0,1Q+1B,Médio,"Quarto de hóspedes: pintura neutra, piso laminado, iluminação agradável, tomadas estratégicas e armário compacto embutido",expandido
106,Apto,Quarto hóspedes,14.0,2Q+1B,Médio,"Quarto de hóspedes: pintura neutra, piso laminado, iluminação agradável, tomadas estratégicas e armário compacto embutido",expandido
107,Apto,Cozinha,8.0,1Q+1B,Popular,"Cozinha funcional: pintura lavável, troca de revestimento da faixa molhada (1,50m), bancada granito cinza, cuba inox, torneira básica e revisão de pontos elétricos para eletros",base
108,Apto,Cozinha,8.0,2Q+1B,Popular,"Cozinha funcional: pintura lavável, troca de revestimento da faixa molhada (1,50m), bancada granito cinza, cuba inox, torneira básica e revisão de pontos elétricos para eletros",expandido
109,Apto,Cozinha,11.0,1Q+1B,Popular,"Cozinha funcional: pintura lavável, troca de revestimento da faixa molhada (1,50m), bancada granito cinza, cuba inox, torneira básica e revisão de pontos elétricos para eletros",expandido
110,Apto,Cozinha,11.0,2Q+1B,Popular,"Cozinha funcional: pintura lavável, troca de revestimento da faixa molhada (1,50m), bancada granito cinza, cuba inox, torneira básica e revisão de pontos elétricos para eletros",expandido
111,Apto,Cozinha,6.0,1Q+1B,Popular,"Cozinha funcional: pintura lavável, troca de revestimento da faixa molhada (1,50m), bancada granito cinza, cuba inox, torneira básica e revisão de pontos elétricos para eletros",expandido
112,Apto,Cozinha,6.0,2Q+1B,Popular,"Cozinha funcional: pintura lavável, troca de revestimento da faixa molhada (1,50m), bancada granito cinza, cuba inox, torneira básica e revisão de pontos elétricos para eletros",expandido
113,Apto,Cozinha,10.0,1Q+1B,Popular,"Cozinha completa mantendo layout: demolição de revestimentos, novo piso/parede, bancada quartzo, cuba dupla, torneira gourmet com filtro, marcenaria sob medida e iluminação de bancada",expandido
114,Apto,Cozinha,10.0,2Q+1B,Popular,"Cozinha completa mantendo layout: demolição de revestimentos, novo piso/parede, bancada quartzo, cuba dupla, torneira gourmet com filtro, marcenaria sob medida e iluminação de bancada",expandido
115,Apto,Cozinha,10.0,1Q+1B,Médio,"Cozinha completa mantendo layout: demolição de revestimentos, novo piso/parede, bancada quartzo, cuba dupla, torneira gourmet com filtro, marcenaria sob medida e iluminação de bancada",expandido
116,Apto,Cozinha,10.0,2Q+1B,Médio,"Cozinha completa mantendo layout: demolição de revestimentos, novo piso/parede, bancada quartzo, cuba dupla, torneira gourmet com filtro, marcenaria sob medida e iluminação de bancada",base
117,Apto,Cozinha,14.0,1Q+1B,Popular,"Cozinha completa mantendo layout: demolição de revestimentos, novo piso/parede, bancada quartzo, cuba dupla, torneira gourmet com filtro, marcenaria sob medida e iluminação de bancada",expandido
118,Apto,Cozinha,14.0,2Q+1B,Popular,"Cozinha completa mantendo layout: demolição de revestimentos, novo piso/parede, bancada quartzo, cuba dupla, torneira gourmet com filtro, marcenaria sob medida e iluminação de bancada",expandido
119,Apto,Cozinha,14.0,1Q+1B,Médio,"Cozinha completa mantendo layout: demolição de revestimentos, novo piso/parede, bancada quartzo, cuba dupla, torneira gourmet com filtro, marcenaria sob medida e iluminação de bancada",expandido
120,Apto,Cozinha,14.0,2Q+1B,Médio,"Cozinha completa mantendo layout: demolição de revestimentos, novo piso/parede, bancada quartzo, cuba dupla, torneira gourmet com filtro, marcenaria sob medida e iluminação de bancada",expandido
121,Apto,Cozinha,7.0,1Q+1B,Popular,"Cozinha completa mantendo layout: demolição de revestimentos, novo piso/parede, bancada quartzo, cuba dupla, torneira gourmet com filtro, marcenaria sob medida e iluminação de bancada",expandido
122,Apto,Cozinha,7.0,2Q+1B,Popular,"Cozinha completa mantendo layout: demolição de revestimentos, novo piso/parede, bancada quartzo, cuba dupla, torneira gourmet com filtro, marcenaria sob medida e iluminação de bancada",expandido
123,Apto,Cozinha,7.0,1Q+1B,Médio,"Cozinha completa mantendo layout: demolição de revestimentos, novo piso/parede, bancada quartzo, cuba dupla, torneira gourmet com filtro, marcenaria sob medida e iluminação de bancada",expandido
124,Apto,Cozinha,7.0,2Q+1B,Médio,"Cozinha completa mantendo layout: demolição de revestimentos, novo piso/parede, bancada quartzo, cuba dupla, torneira gourmet com filtro, marcenaria sob medida e iluminação de bancada",expandido
125,Apto,Cozinha,10.0,1Q+1B,Luxo,"Cozinha gourmet: porcelanato retificado, bancada ilha em quartzo, cooktop e coifa, marcenaria premium com ferragens Blum, iluminação em perfis LED e tomadas retráteis",expandido
126,Apto,Cozinha,10.0,2Q+1B,Luxo,"Cozinha gourmet: porcelanato retificado, bancada ilha em quartzo, cooktop e coifa, marcenaria premium com ferragens Blum, iluminação em perfis LED e tomadas retráteis",expandido
127,Apto,Cozinha,20.0,1Q+1B,Médio,"Cozinha gourmet: porcelanato retificado, bancada ilha em quartzo, cooktop e coifa, marcenaria premium com ferragens Blum, iluminação em perfis LED e tomadas retráteis",expandido
128,Apto,Cozinha,20.0,2Q+1B,Médio,"Cozinha gourmet: porcelanato retificado, bancada ilha em quartzo, cooktop e coifa, marcenaria premium com ferragens Blum, iluminação em perfis LED e tomadas retráteis",expandido
129,Apto,Cozinha,20.0,1Q+1B,Luxo,"Cozinha gourmet: porcelanato retificado, bancada ilha em quartzo, cooktop e coifa, marcenaria premium com ferragens Blum, iluminação em perfis LED e tomadas retráteis",expandido
130,Apto,Cozinha,20.0,2Q+1B,Luxo,"Cozinha gourmet: porcelanato retificado, bancada ilha em quartzo, cooktop e coifa, marcenaria premium com ferragens Blum, iluminação em perfis LED e tomadas retráteis",expandido
131,Apto,Cozinha,14.0,1Q+1B,Luxo,"Cozinha gourmet: porcelanato retificado, bancada ilha em quartzo, cooktop e coifa, marcenaria premium com ferragens Blum, iluminação em perfis LED e tomadas retráteis",expandido
132,Apto,Cozinha,14.0,2Q+1B,Luxo,"Cozinha gourmet: porcelanato retificado, bancada ilha em quartzo, cooktop e coifa, marcenaria premium com ferragens Blum, iluminação em perfis LED e tomadas retráteis",expandido
133,Apto,Cozinha americana,25,1Q+1B,Popular,"Integração cozinha-sala: demolição de meia-parede (se não estrutural), bancada de passagem, revestimento único nos dois ambientes, iluminação integrada e marcenaria de transição",expandido
